r,P,m,rho
7.422737e-03,1.501738e+02,1.347283e-09,3.273267e-01
7.623351e-03,1.501738e+02,1.456472e-09,3.273267e-01
7.823966e-03,1.501738e+02,1.571408e-09,3.273267e-01
8.024580e-03,1.501737e+02,1.692236e-09,3.273267e-01
8.225195e-03,1.501737e+02,1.819105e-09,3.273266e-01
8.425809e-03,1.501737e+02,1.952161e-09,3.273266e-01
8.626424e-03,1.501737e+02,2.091552e-09,3.273266e-01
8.827038e-03,1.501737e+02,2.237425e-09,3.273266e-01
9.027653e-03,1.501737e+02,2.389928e-09,3.273266e-01
9.228267e-03,1.501737e+02,2.549207e-09,3.273266e-01
9.428882e-03,1.501737e+02,2.715410e-09,3.273266e-01
9.629496e-03,1.501736e+02,2.888685e-09,3.273266e-01
9.830111e-03,1.501736e+02,3.069179e-09,3.273266e-01
1.003073e-02,1.501736e+02,3.257039e-09,3.273266e-01
1.023134e-02,1.501736e+02,3.452412e-09,3.273266e-01
1.043195e-02,1.501736e+02,3.655446e-09,3.273266e-01
1.063257e-02,1.501736e+02,3.866287e-09,3.273265e-01
1.083318e-02,1.501735e+02,4.085085e-09,3.273265e-01
1.103380e-02,1.501735e+02,4.311985e-09,3.273265e-01
1.123441e-02,1.501735e+02,4.547135e-09,3.273265e-01
1.143503e-02,1.501735e+02,4.790682e-09,3.273265e-01
1.163564e-02,1.501735e+02,5.042774e-09,3.273265e-01
1.183626e-02,1.501735e+02,5.303557e-09,3.273265e-01
1.203687e-02,1.501734e+02,5.573181e-09,3.273265e-01
1.223748e-02,1.501734e+02,5.851790e-09,3.273265e-01
1.243810e-02,1.501734e+02,6.139534e-09,3.273264e-01
1.263871e-02,1.501734e+02,6.436559e-09,3.273264e-01
1.283933e-02,1.501734e+02,6.743012e-09,3.273264e-01
1.303994e-02,1.501733e+02,7.059042e-09,3.273264e-01
1.324056e-02,1.501733e+02,7.384794e-09,3.273264e-01
1.344117e-02,1.501733e+02,7.720417e-09,3.273264e-01
1.364179e-02,1.501733e+02,8.066058e-09,3.273264e-01
1.384240e-02,1.501733e+02,8.421864e-09,3.273264e-01
1.404302e-02,1.501732e+02,8.787983e-09,3.273264e-01
1.424363e-02,1.501732e+02,9.164561e-09,3.273263e-01
1.444424e-02,1.501732e+02,9.551747e-09,3.273263e-01
1.464486e-02,1.501732e+02,9.949687e-09,3.273263e-01
1.484547e-02,1.501732e+02,1.035853e-08,3.273263e-01
1.504609e-02,1.501731e+02,1.077842e-08,3.273263e-01
1.524670e-02,1.501731e+02,1.120951e-08,3.273263e-01
1.544732e-02,1.501731e+02,1.165194e-08,3.273263e-01
1.564793e-02,1.501731e+02,1.210586e-08,3.273262e-01
1.584855e-02,1.501730e+02,1.257142e-08,3.273262e-01
1.604916e-02,1.501730e+02,1.304877e-08,3.273262e-01
1.624977e-02,1.501730e+02,1.353804e-08,3.273262e-01
1.645039e-02,1.501730e+02,1.403940e-08,3.273262e-01
1.665100e-02,1.501729e+02,1.455299e-08,3.273262e-01
1.685162e-02,1.501729e+02,1.507895e-08,3.273262e-01
1.705223e-02,1.501729e+02,1.561744e-08,3.273261e-01
1.725285e-02,1.501729e+02,1.616859e-08,3.273261e-01
1.745346e-02,1.501728e+02,1.673256e-08,3.273261e-01
1.765408e-02,1.501728e+02,1.730950e-08,3.273261e-01
1.785469e-02,1.501728e+02,1.789954e-08,3.273261e-01
1.805531e-02,1.501728e+02,1.850285e-08,3.273261e-01
1.825592e-02,1.501727e+02,1.911956e-08,3.273260e-01
1.845653e-02,1.501727e+02,1.974982e-08,3.273260e-01
1.865715e-02,1.501727e+02,2.039379e-08,3.273260e-01
1.885776e-02,1.501726e+02,2.105160e-08,3.273260e-01
1.905838e-02,1.501726e+02,2.172341e-08,3.273260e-01
1.925899e-02,1.501726e+02,2.240937e-08,3.273260e-01
1.945961e-02,1.501726e+02,2.310961e-08,3.273259e-01
1.966022e-02,1.501725e+02,2.382429e-08,3.273259e-01
1.986084e-02,1.501725e+02,2.455355e-08,3.273259e-01
2.006145e-02,1.501725e+02,2.529755e-08,3.273259e-01
2.026206e-02,1.501724e+02,2.605642e-08,3.273259e-01
2.046268e-02,1.501724e+02,2.683033e-08,3.273258e-01
2.066329e-02,1.501724e+02,2.761940e-08,3.273258e-01
2.086391e-02,1.501723e+02,2.842380e-08,3.273258e-01
2.106452e-02,1.501723e+02,2.924367e-08,3.273258e-01
2.126514e-02,1.501723e+02,3.007915e-08,3.273258e-01
2.146575e-02,1.501722e+02,3.093040e-08,3.273258e-01
2.166637e-02,1.501722e+02,3.179755e-08,3.273257e-01
2.186698e-02,1.501722e+02,3.268077e-08,3.273257e-01
2.206760e-02,1.501721e+02,3.358019e-08,3.273257e-01
2.226821e-02,1.501721e+02,3.449596e-08,3.273257e-01
2.246882e-02,1.501721e+02,3.542823e-08,3.273257e-01
2.266944e-02,1.501720e+02,3.637715e-08,3.273256e-01
2.287005e-02,1.501720e+02,3.734286e-08,3.273256e-01
2.307067e-02,1.501720e+02,3.832552e-08,3.273256e-01
2.327128e-02,1.501719e+02,3.932526e-08,3.273256e-01
2.347190e-02,1.501719e+02,4.034224e-08,3.273255e-01
2.367251e-02,1.501719e+02,4.137661e-08,3.273255e-01
2.387313e-02,1.501718e+02,4.242850e-08,3.273255e-01
2.407374e-02,1.501718e+02,4.349808e-08,3.273255e-01
2.427435e-02,1.501718e+02,4.458548e-08,3.273255e-01
2.447497e-02,1.501717e+02,4.569085e-08,3.273254e-01
2.467558e-02,1.501717e+02,4.681434e-08,3.273254e-01
2.487620e-02,1.501716e+02,4.795611e-08,3.273254e-01
2.507681e-02,1.501716e+02,4.911628e-08,3.273254e-01
2.527743e-02,1.501716e+02,5.029502e-08,3.273253e-01
2.547804e-02,1.501715e+02,5.149247e-08,3.273253e-01
2.567866e-02,1.501715e+02,5.270877e-08,3.273253e-01
2.587927e-02,1.501715e+02,5.394408e-08,3.273253e-01
2.607989e-02,1.501714e+02,5.519854e-08,3.273253e-01
2.628050e-02,1.501714e+02,5.647230e-08,3.273252e-01
2.648111e-02,1.501713e+02,5.776551e-08,3.273252e-01
2.668173e-02,1.501713e+02,5.907830e-08,3.273252e-01
2.688234e-02,1.501713e+02,6.041084e-08,3.273252e-01
2.708296e-02,1.501712e+02,6.176327e-08,3.273251e-01
2.728357e-02,1.501712e+02,6.313574e-08,3.273251e-01
2.748419e-02,1.501711e+02,6.452838e-08,3.273251e-01
2.768480e-02,1.501711e+02,6.594136e-08,3.273251e-01
2.788542e-02,1.501710e+02,6.737481e-08,3.273250e-01
2.808603e-02,1.501710e+02,6.882889e-08,3.273250e-01
2.828664e-02,1.501710e+02,7.030374e-08,3.273250e-01
2.848726e-02,1.501709e+02,7.179951e-08,3.273250e-01
2.868787e-02,1.501709e+02,7.331634e-08,3.273249e-01
2.888849e-02,1.501708e+02,7.485439e-08,3.273249e-01
2.908910e-02,1.501708e+02,7.641381e-08,3.273249e-01
2.928972e-02,1.501707e+02,7.799473e-08,3.273248e-01
2.949033e-02,1.501707e+02,7.959730e-08,3.273248e-01
2.969095e-02,1.501707e+02,8.122168e-08,3.273248e-01
2.989156e-02,1.501706e+02,8.286801e-08,3.273248e-01
3.009218e-02,1.501706e+02,8.453644e-08,3.273247e-01
3.029279e-02,1.501705e+02,8.622711e-08,3.273247e-01
3.049340e-02,1.501705e+02,8.794017e-08,3.273247e-01
3.069402e-02,1.501704e+02,8.967578e-08,3.273247e-01
3.089463e-02,1.501704e+02,9.143407e-08,3.273246e-01
3.109525e-02,1.501703e+02,9.321520e-08,3.273246e-01
3.129586e-02,1.501703e+02,9.501930e-08,3.273246e-01
3.149648e-02,1.501702e+02,9.684654e-08,3.273245e-01
3.169709e-02,1.501702e+02,9.869705e-08,3.273245e-01
3.189771e-02,1.501701e+02,1.005710e-07,3.273245e-01
3.209832e-02,1.501701e+02,1.024685e-07,3.273245e-01
3.229893e-02,1.501700e+02,1.043897e-07,3.273244e-01
3.249955e-02,1.501700e+02,1.063348e-07,3.273244e-01
3.270016e-02,1.501700e+02,1.083039e-07,3.273244e-01
3.290078e-02,1.501699e+02,1.102972e-07,3.273243e-01
3.310139e-02,1.501699e+02,1.123148e-07,3.273243e-01
3.330201e-02,1.501698e+02,1.143568e-07,3.273243e-01
3.350262e-02,1.501698e+02,1.164234e-07,3.273242e-01
3.370324e-02,1.501697e+02,1.185148e-07,3.273242e-01
3.390385e-02,1.501696e+02,1.206311e-07,3.273242e-01
3.410447e-02,1.501696e+02,1.227724e-07,3.273242e-01
3.430508e-02,1.501695e+02,1.249389e-07,3.273241e-01
3.450569e-02,1.501695e+02,1.271307e-07,3.273241e-01
3.470631e-02,1.501694e+02,1.293481e-07,3.273241e-01
3.490692e-02,1.501694e+02,1.315910e-07,3.273240e-01
3.510754e-02,1.501693e+02,1.338598e-07,3.273240e-01
3.530815e-02,1.501693e+02,1.361545e-07,3.273240e-01
3.550877e-02,1.501692e+02,1.384752e-07,3.273239e-01
3.570938e-02,1.501692e+02,1.408222e-07,3.273239e-01
3.591000e-02,1.501691e+02,1.431955e-07,3.273239e-01
3.611061e-02,1.501691e+02,1.455954e-07,3.273238e-01
3.631122e-02,1.501690e+02,1.480219e-07,3.273238e-01
3.651184e-02,1.501690e+02,1.504753e-07,3.273238e-01
3.671245e-02,1.501689e+02,1.529556e-07,3.273237e-01
3.691307e-02,1.501688e+02,1.554630e-07,3.273237e-01
3.711368e-02,1.501688e+02,1.579976e-07,3.273237e-01
3.731430e-02,1.501687e+02,1.605597e-07,3.273236e-01
3.751491e-02,1.501687e+02,1.631493e-07,3.273236e-01
3.771553e-02,1.501686e+02,1.657666e-07,3.273236e-01
3.791614e-02,1.501686e+02,1.684117e-07,3.273235e-01
3.811676e-02,1.501685e+02,1.710849e-07,3.273235e-01
3.831737e-02,1.501684e+02,1.737861e-07,3.273235e-01
3.851798e-02,1.501684e+02,1.765157e-07,3.273234e-01
3.871860e-02,1.501683e+02,1.792737e-07,3.273234e-01
3.891921e-02,1.501683e+02,1.820603e-07,3.273234e-01
3.911983e-02,1.501682e+02,1.848756e-07,3.273233e-01
3.932044e-02,1.501682e+02,1.877197e-07,3.273233e-01
3.952106e-02,1.501681e+02,1.905929e-07,3.273233e-01
3.972167e-02,1.501680e+02,1.934953e-07,3.273232e-01
3.992229e-02,1.501680e+02,1.964270e-07,3.273232e-01
4.012290e-02,1.501679e+02,1.993881e-07,3.273231e-01
4.032351e-02,1.501679e+02,2.023788e-07,3.273231e-01
4.052413e-02,1.501678e+02,2.053994e-07,3.273231e-01
4.072474e-02,1.501677e+02,2.084498e-07,3.273230e-01
4.092536e-02,1.501677e+02,2.115302e-07,3.273230e-01
4.112597e-02,1.501676e+02,2.146409e-07,3.273230e-01
4.132659e-02,1.501675e+02,2.177819e-07,3.273229e-01
4.152720e-02,1.501675e+02,2.209534e-07,3.273229e-01
4.172782e-02,1.501674e+02,2.241556e-07,3.273228e-01
4.192843e-02,1.501674e+02,2.273885e-07,3.273228e-01
4.212905e-02,1.501673e+02,2.306524e-07,3.273228e-01
4.232966e-02,1.501672e+02,2.339473e-07,3.273227e-01
4.253027e-02,1.501672e+02,2.372735e-07,3.273227e-01
4.273089e-02,1.501671e+02,2.406311e-07,3.273227e-01
4.293150e-02,1.501670e+02,2.440202e-07,3.273226e-01
4.313212e-02,1.501670e+02,2.474409e-07,3.273226e-01
4.333273e-02,1.501669e+02,2.508935e-07,3.273225e-01
4.353335e-02,1.501668e+02,2.543781e-07,3.273225e-01
4.373396e-02,1.501668e+02,2.578947e-07,3.273225e-01
4.393458e-02,1.501667e+02,2.614437e-07,3.273224e-01
4.413519e-02,1.501666e+02,2.650250e-07,3.273224e-01
4.433580e-02,1.501666e+02,2.686389e-07,3.273223e-01
4.453642e-02,1.501665e+02,2.722855e-07,3.273223e-01
4.473703e-02,1.501664e+02,2.759650e-07,3.273223e-01
4.493765e-02,1.501664e+02,2.796774e-07,3.273222e-01
4.513826e-02,1.501663e+02,2.834230e-07,3.273222e-01
4.533888e-02,1.501662e+02,2.872019e-07,3.273221e-01
4.553949e-02,1.501662e+02,2.910142e-07,3.273221e-01
4.574011e-02,1.501661e+02,2.948601e-07,3.273221e-01
4.594072e-02,1.501660e+02,2.987398e-07,3.273220e-01
4.614134e-02,1.501660e+02,3.026533e-07,3.273220e-01
4.634195e-02,1.501659e+02,3.066009e-07,3.273219e-01
4.654256e-02,1.501658e+02,3.105826e-07,3.273219e-01
4.674318e-02,1.501658e+02,3.145987e-07,3.273218e-01
4.694379e-02,1.501657e+02,3.186492e-07,3.273218e-01
4.714441e-02,1.501656e+02,3.227344e-07,3.273218e-01
4.734502e-02,1.501655e+02,3.268543e-07,3.273217e-01
4.754564e-02,1.501655e+02,3.310091e-07,3.273217e-01
4.774625e-02,1.501654e+02,3.351990e-07,3.273216e-01
4.794687e-02,1.501653e+02,3.394241e-07,3.273216e-01
4.814748e-02,1.501653e+02,3.436846e-07,3.273215e-01
4.834809e-02,1.501652e+02,3.479806e-07,3.273215e-01
4.854871e-02,1.501651e+02,3.523122e-07,3.273215e-01
4.874932e-02,1.501650e+02,3.566796e-07,3.273214e-01
4.894994e-02,1.501650e+02,3.610829e-07,3.273214e-01
4.915055e-02,1.501649e+02,3.655224e-07,3.273213e-01
4.935117e-02,1.501648e+02,3.699981e-07,3.273213e-01
4.955178e-02,1.501647e+02,3.745101e-07,3.273212e-01
4.975240e-02,1.501647e+02,3.790587e-07,3.273212e-01
4.995301e-02,1.501646e+02,3.836440e-07,3.273211e-01
5.015363e-02,1.501645e+02,3.882661e-07,3.273211e-01
5.035424e-02,1.501644e+02,3.929252e-07,3.273211e-01
5.055485e-02,1.501644e+02,3.976214e-07,3.273210e-01
5.075547e-02,1.501643e+02,4.023549e-07,3.273210e-01
5.095608e-02,1.501642e+02,4.071258e-07,3.273209e-01
5.115670e-02,1.501641e+02,4.119343e-07,3.273209e-01
5.135731e-02,1.501641e+02,4.167805e-07,3.273208e-01
5.155793e-02,1.501640e+02,4.216645e-07,3.273208e-01
5.175854e-02,1.501639e+02,4.265865e-07,3.273207e-01
5.195916e-02,1.501638e+02,4.315467e-07,3.273207e-01
5.215977e-02,1.501637e+02,4.365452e-07,3.273206e-01
5.236038e-02,1.501637e+02,4.415822e-07,3.273206e-01
5.256100e-02,1.501636e+02,4.466577e-07,3.273205e-01
5.276161e-02,1.501635e+02,4.517720e-07,3.273205e-01
5.296223e-02,1.501634e+02,4.569252e-07,3.273204e-01
5.316284e-02,1.501633e+02,4.621174e-07,3.273204e-01
5.336346e-02,1.501633e+02,4.673488e-07,3.273203e-01
5.356407e-02,1.501632e+02,4.726195e-07,3.273203e-01
5.376469e-02,1.501631e+02,4.779298e-07,3.273202e-01
5.396530e-02,1.501630e+02,4.832796e-07,3.273202e-01
5.416592e-02,1.501629e+02,4.886692e-07,3.273201e-01
5.436653e-02,1.501629e+02,4.940987e-07,3.273201e-01
5.456714e-02,1.501628e+02,4.995683e-07,3.273201e-01
5.476776e-02,1.501627e+02,5.050782e-07,3.273200e-01
5.496837e-02,1.501626e+02,5.106283e-07,3.273200e-01
5.516899e-02,1.501625e+02,5.162190e-07,3.273199e-01
5.536960e-02,1.501624e+02,5.218504e-07,3.273199e-01
5.557022e-02,1.501624e+02,5.275225e-07,3.273198e-01
5.577083e-02,1.501623e+02,5.332357e-07,3.273198e-01
5.597145e-02,1.501622e+02,5.389899e-07,3.273197e-01
5.617206e-02,1.501621e+02,5.447853e-07,3.273196e-01
5.637267e-02,1.501620e+02,5.506222e-07,3.273196e-01
5.657329e-02,1.501619e+02,5.565006e-07,3.273195e-01
5.677390e-02,1.501619e+02,5.624206e-07,3.273195e-01
5.697452e-02,1.501618e+02,5.683826e-07,3.273194e-01
5.717513e-02,1.501617e+02,5.743865e-07,3.273194e-01
5.737575e-02,1.501616e+02,5.804325e-07,3.273193e-01
5.757636e-02,1.501615e+02,5.865208e-07,3.273193e-01
5.777698e-02,1.501614e+02,5.926515e-07,3.273192e-01
5.797759e-02,1.501613e+02,5.988248e-07,3.273192e-01
5.817821e-02,1.501613e+02,6.050409e-07,3.273191e-01
5.837882e-02,1.501612e+02,6.112998e-07,3.273191e-01
5.857943e-02,1.501611e+02,6.176017e-07,3.273190e-01
5.878005e-02,1.501610e+02,6.239468e-07,3.273190e-01
5.898066e-02,1.501609e+02,6.303351e-07,3.273189e-01
5.918128e-02,1.501608e+02,6.367670e-07,3.273189e-01
5.938189e-02,1.501607e+02,6.432424e-07,3.273188e-01
5.958251e-02,1.501606e+02,6.497616e-07,3.273188e-01
5.978312e-02,1.501605e+02,6.563247e-07,3.273187e-01
5.998374e-02,1.501604e+02,6.629318e-07,3.273186e-01
6.018435e-02,1.501604e+02,6.695832e-07,3.273186e-01
6.038496e-02,1.501603e+02,6.762788e-07,3.273185e-01
6.058558e-02,1.501602e+02,6.830190e-07,3.273185e-01
6.078619e-02,1.501601e+02,6.898038e-07,3.273184e-01
6.098681e-02,1.501600e+02,6.966334e-07,3.273184e-01
6.118742e-02,1.501599e+02,7.035079e-07,3.273183e-01
6.138804e-02,1.501598e+02,7.104274e-07,3.273183e-01
6.158865e-02,1.501597e+02,7.173922e-07,3.273182e-01
6.178927e-02,1.501596e+02,7.244024e-07,3.273182e-01
6.198988e-02,1.501595e+02,7.314581e-07,3.273181e-01
6.219050e-02,1.501594e+02,7.385595e-07,3.273180e-01
6.239111e-02,1.501593e+02,7.457066e-07,3.273180e-01
6.259172e-02,1.501592e+02,7.528998e-07,3.273179e-01
6.279234e-02,1.501592e+02,7.601390e-07,3.273179e-01
6.299295e-02,1.501591e+02,7.674245e-07,3.273178e-01
6.319357e-02,1.501590e+02,7.747564e-07,3.273178e-01
6.339418e-02,1.501589e+02,7.821348e-07,3.273177e-01
6.359480e-02,1.501588e+02,7.895600e-07,3.273176e-01
6.379541e-02,1.501587e+02,7.970320e-07,3.273176e-01
6.399603e-02,1.501586e+02,8.045509e-07,3.273175e-01
6.419664e-02,1.501585e+02,8.121171e-07,3.273175e-01
6.439725e-02,1.501584e+02,8.197305e-07,3.273174e-01
6.459787e-02,1.501583e+02,8.273913e-07,3.273173e-01
6.479848e-02,1.501582e+02,8.350997e-07,3.273173e-01
6.499910e-02,1.501581e+02,8.428559e-07,3.273172e-01
6.519971e-02,1.501580e+02,8.506599e-07,3.273172e-01
6.540033e-02,1.501579e+02,8.585119e-07,3.273171e-01
6.560094e-02,1.501578e+02,8.664121e-07,3.273171e-01
6.580156e-02,1.501577e+02,8.743607e-07,3.273170e-01
6.600217e-02,1.501576e+02,8.823576e-07,3.273169e-01
6.620279e-02,1.501575e+02,8.904032e-07,3.273169e-01
6.640340e-02,1.501574e+02,8.984976e-07,3.273168e-01
6.660401e-02,1.501573e+02,9.066409e-07,3.273168e-01
6.680463e-02,1.501572e+02,9.148332e-07,3.273167e-01
6.700524e-02,1.501571e+02,9.230747e-07,3.273166e-01
6.720586e-02,1.501570e+02,9.313656e-07,3.273166e-01
6.740647e-02,1.501569e+02,9.397059e-07,3.273165e-01
6.760709e-02,1.501568e+02,9.480960e-07,3.273164e-01
6.780770e-02,1.501567e+02,9.565357e-07,3.273164e-01
6.800832e-02,1.501566e+02,9.650255e-07,3.273163e-01
6.820893e-02,1.501565e+02,9.735653e-07,3.273163e-01
6.840954e-02,1.501564e+02,9.821553e-07,3.273162e-01
6.861016e-02,1.501563e+02,9.907958e-07,3.273161e-01
6.881077e-02,1.501562e+02,9.994867e-07,3.273161e-01
6.901139e-02,1.501561e+02,1.008228e-06,3.273160e-01
6.921200e-02,1.501560e+02,1.017021e-06,3.273160e-01
6.941262e-02,1.501559e+02,1.025864e-06,3.273159e-01
6.961323e-02,1.501558e+02,1.034759e-06,3.273158e-01
6.981385e-02,1.501557e+02,1.043705e-06,3.273158e-01
7.001446e-02,1.501556e+02,1.052702e-06,3.273157e-01
7.021508e-02,1.501555e+02,1.061750e-06,3.273156e-01
7.041569e-02,1.501553e+02,1.070851e-06,3.273156e-01
7.061630e-02,1.501552e+02,1.080003e-06,3.273155e-01
7.081692e-02,1.501551e+02,1.089208e-06,3.273154e-01
7.101753e-02,1.501550e+02,1.098464e-06,3.273154e-01
7.121815e-02,1.501549e+02,1.107773e-06,3.273153e-01
7.141876e-02,1.501548e+02,1.117134e-06,3.273153e-01
7.161938e-02,1.501547e+02,1.126548e-06,3.273152e-01
7.181999e-02,1.501546e+02,1.136014e-06,3.273151e-01
7.202061e-02,1.501545e+02,1.145534e-06,3.273151e-01
7.222122e-02,1.501544e+02,1.155106e-06,3.273150e-01
7.242183e-02,1.501543e+02,1.164732e-06,3.273149e-01
7.262245e-02,1.501542e+02,1.174411e-06,3.273149e-01
7.282306e-02,1.501541e+02,1.184143e-06,3.273148e-01
7.302368e-02,1.501539e+02,1.193929e-06,3.273147e-01
7.322429e-02,1.501538e+02,1.203769e-06,3.273147e-01
7.342491e-02,1.501537e+02,1.213662e-06,3.273146e-01
7.362552e-02,1.501536e+02,1.223610e-06,3.273145e-01
7.382614e-02,1.501535e+02,1.233612e-06,3.273145e-01
7.402675e-02,1.501534e+02,1.243669e-06,3.273144e-01
7.422737e-02,1.501533e+02,1.253779e-06,3.273143e-01
7.442798e-02,1.501532e+02,1.263945e-06,3.273143e-01
7.462859e-02,1.501531e+02,1.274165e-06,3.273142e-01
7.482921e-02,1.501529e+02,1.284440e-06,3.273141e-01
7.502982e-02,1.501528e+02,1.294771e-06,3.273141e-01
7.523044e-02,1.501527e+02,1.305156e-06,3.273140e-01
7.543105e-02,1.501526e+02,1.315597e-06,3.273139e-01
7.563167e-02,1.501525e+02,1.326093e-06,3.273139e-01
7.583228e-02,1.501524e+02,1.336646e-06,3.273138e-01
7.603290e-02,1.501523e+02,1.347254e-06,3.273137e-01
7.623351e-02,1.501521e+02,1.357918e-06,3.273136e-01
7.643412e-02,1.501520e+02,1.368638e-06,3.273136e-01
7.663474e-02,1.501519e+02,1.379414e-06,3.273135e-01
7.683535e-02,1.501518e+02,1.390247e-06,3.273134e-01
7.703597e-02,1.501517e+02,1.401136e-06,3.273134e-01
7.723658e-02,1.501516e+02,1.412082e-06,3.273133e-01
7.743720e-02,1.501515e+02,1.423085e-06,3.273132e-01
7.763781e-02,1.501513e+02,1.434145e-06,3.273132e-01
7.783843e-02,1.501512e+02,1.445262e-06,3.273131e-01
7.803904e-02,1.501511e+02,1.456436e-06,3.273130e-01
7.823966e-02,1.501510e+02,1.467668e-06,3.273129e-01
7.844027e-02,1.501509e+02,1.478957e-06,3.273129e-01
7.864088e-02,1.501507e+02,1.490304e-06,3.273128e-01
7.884150e-02,1.501506e+02,1.501709e-06,3.273127e-01
7.904211e-02,1.501505e+02,1.513173e-06,3.273127e-01
7.924273e-02,1.501504e+02,1.524694e-06,3.273126e-01
7.944334e-02,1.501503e+02,1.536273e-06,3.273125e-01
7.964396e-02,1.501502e+02,1.547911e-06,3.273124e-01
7.984457e-02,1.501500e+02,1.559608e-06,3.273124e-01
8.004519e-02,1.501499e+02,1.571363e-06,3.273123e-01
8.024580e-02,1.501498e+02,1.583178e-06,3.273122e-01
8.044641e-02,1.501497e+02,1.595051e-06,3.273122e-01
8.064703e-02,1.501495e+02,1.606984e-06,3.273121e-01
8.084764e-02,1.501494e+02,1.618976e-06,3.273120e-01
8.104826e-02,1.501493e+02,1.631027e-06,3.273119e-01
8.124887e-02,1.501492e+02,1.643139e-06,3.273119e-01
8.144949e-02,1.501491e+02,1.655310e-06,3.273118e-01
8.165010e-02,1.501489e+02,1.667541e-06,3.273117e-01
8.185072e-02,1.501488e+02,1.679832e-06,3.273116e-01
8.205133e-02,1.501487e+02,1.692183e-06,3.273116e-01
8.225195e-02,1.501486e+02,1.704594e-06,3.273115e-01
8.245256e-02,1.501484e+02,1.717067e-06,3.273114e-01
8.265317e-02,1.501483e+02,1.729600e-06,3.273113e-01
8.285379e-02,1.501482e+02,1.742193e-06,3.273113e-01
8.305440e-02,1.501481e+02,1.754848e-06,3.273112e-01
8.325502e-02,1.501479e+02,1.767564e-06,3.273111e-01
8.345563e-02,1.501478e+02,1.780341e-06,3.273110e-01
8.365625e-02,1.501477e+02,1.793179e-06,3.273110e-01
8.385686e-02,1.501476e+02,1.806080e-06,3.273109e-01
8.405748e-02,1.501474e+02,1.819041e-06,3.273108e-01
8.425809e-02,1.501473e+02,1.832065e-06,3.273107e-01
8.445870e-02,1.501472e+02,1.845151e-06,3.273107e-01
8.465932e-02,1.501471e+02,1.858299e-06,3.273106e-01
8.485993e-02,1.501469e+02,1.871509e-06,3.273105e-01
8.506055e-02,1.501468e+02,1.884781e-06,3.273104e-01
8.526116e-02,1.501467e+02,1.898117e-06,3.273104e-01
8.546178e-02,1.501465e+02,1.911515e-06,3.273103e-01
8.566239e-02,1.501464e+02,1.924975e-06,3.273102e-01
8.586301e-02,1.501463e+02,1.938499e-06,3.273101e-01
8.606362e-02,1.501462e+02,1.952086e-06,3.273100e-01
8.626423e-02,1.501460e+02,1.965737e-06,3.273100e-01
8.646485e-02,1.501459e+02,1.979451e-06,3.273099e-01
8.666546e-02,1.501458e+02,1.993228e-06,3.273098e-01
8.686608e-02,1.501456e+02,2.007070e-06,3.273097e-01
8.706669e-02,1.501455e+02,2.020975e-06,3.273096e-01
8.726731e-02,1.501454e+02,2.034944e-06,3.273096e-01
