r,P,m
3.1194606367e-02,8.8518869698e+02,1.4465720303e-07
3.1394571793e-02,8.8518840683e+02,1.4743898298e-07
3.1594537218e-02,8.8518811483e+02,1.5025619867e-07
3.1794502643e-02,8.8518782100e+02,1.5310907437e-07
3.1994468069e-02,8.8518752532e+02,1.5599783435e-07
3.2194433494e-02,8.8518722781e+02,1.5892270287e-07
3.2394398920e-02,8.8518692844e+02,1.6188390419e-07
3.2594364345e-02,8.8518662724e+02,1.6488166258e-07
3.2794329771e-02,8.8518632420e+02,1.6791620230e-07
3.2994295196e-02,8.8518601931e+02,1.7098774762e-07
3.3194260621e-02,8.8518571258e+02,1.7409652279e-07
3.3394226047e-02,8.8518540401e+02,1.7724275209e-07
3.3594191472e-02,8.8518509360e+02,1.8042665977e-07
3.3794156898e-02,8.8518478134e+02,1.8364847011e-07
3.3994122323e-02,8.8518446725e+02,1.8690840735e-07
3.4194087749e-02,8.8518415131e+02,1.9020669576e-07
3.4394053174e-02,8.8518383352e+02,1.9354355961e-07
3.4594018599e-02,8.8518351390e+02,1.9691922316e-07
3.4793984025e-02,8.8518319243e+02,2.0033391067e-07
3.4993949450e-02,8.8518286913e+02,2.0378784639e-07
3.5193914876e-02,8.8518254398e+02,2.0728125460e-07
3.5393880301e-02,8.8518221699e+02,2.1081435954e-07
3.5593845727e-02,8.8518188815e+02,2.1438738549e-07
3.5793811152e-02,8.8518155747e+02,2.1800055670e-07
3.5993776577e-02,8.8518122496e+02,2.2165409743e-07
3.6193742003e-02,8.8518089060e+02,2.2534823194e-07
3.6393707428e-02,8.8518055439e+02,2.2908318450e-07
3.6593672854e-02,8.8518021635e+02,2.3285917936e-07
3.6793638279e-02,8.8517987646e+02,2.3667644077e-07
3.6993603705e-02,8.8517953473e+02,2.4053519301e-07
3.7193569130e-02,8.8517919116e+02,2.4443566032e-07
3.7393534555e-02,8.8517884575e+02,2.4837806696e-07
3.7593499981e-02,8.8517849850e+02,2.5236263720e-07
3.7793465406e-02,8.8517814940e+02,2.5638959529e-07
3.7993430832e-02,8.8517779846e+02,2.6045916549e-07
3.8193396257e-02,8.8517744568e+02,2.6457157206e-07
3.8393361683e-02,8.8517709105e+02,2.6872703925e-07
3.8593327108e-02,8.8517673459e+02,2.7292579131e-07
3.8793292533e-02,8.8517637628e+02,2.7716805251e-07
3.8993257959e-02,8.8517601613e+02,2.8145404711e-07
3.9193223384e-02,8.8517565414e+02,2.8578399935e-07
3.9393188810e-02,8.8517529031e+02,2.9015813349e-07
3.9593154235e-02,8.8517492463e+02,2.9457667379e-07
3.9793119661e-02,8.8517455711e+02,2.9903984451e-07
3.9993085086e-02,8.8517418776e+02,3.0354786989e-07
4.0193050511e-02,8.8517381655e+02,3.0810097419e-07
4.0393015937e-02,8.8517344351e+02,3.1269938167e-07
4.0592981362e-02,8.8517306862e+02,3.1734331658e-07
4.0792946788e-02,8.8517269190e+02,3.2203300318e-07
4.0992912213e-02,8.8517231333e+02,3.2676866571e-07
4.1192877639e-02,8.8517193291e+02,3.3155052843e-07
4.1392843064e-02,8.8517155066e+02,3.3637881560e-07
4.1592808489e-02,8.8517116656e+02,3.4125375146e-07
4.1792773915e-02,8.8517078063e+02,3.4617556027e-07
4.1992739340e-02,8.8517039285e+02,3.5114446627e-07
4.2192704766e-02,8.8517000322e+02,3.5616069373e-07
4.2392670191e-02,8.8516961176e+02,3.6122446689e-07
4.2592635617e-02,8.8516921845e+02,3.6633601000e-07
4.2792601042e-02,8.8516882331e+02,3.7149554732e-07
4.2992566467e-02,8.8516842632e+02,3.7670330308e-07
4.3192531893e-02,8.8516802748e+02,3.8195950156e-07
4.3392497318e-02,8.8516762681e+02,3.8726436698e-07
4.3592462744e-02,8.8516722429e+02,3.9261812361e-07
4.3792428169e-02,8.8516681994e+02,3.9802099569e-07
4.3992393595e-02,8.8516641374e+02,4.0347320748e-07
4.4192359020e-02,8.8516600569e+02,4.0897498321e-07
4.4392324445e-02,8.8516559581e+02,4.1452654714e-07
4.4592289871e-02,8.8516518408e+02,4.2012812351e-07
4.4792255296e-02,8.8516477052e+02,4.2577993658e-07
4.4992220722e-02,8.8516435511e+02,4.3148221059e-07
4.5192186147e-02,8.8516393785e+02,4.3723516978e-07
4.5392151573e-02,8.8516351876e+02,4.4303903841e-07
4.5592116998e-02,8.8516309782e+02,4.4889404072e-07
4.5792082423e-02,8.8516267505e+02,4.5480040095e-07
4.5992047849e-02,8.8516225043e+02,4.6075834336e-07
4.6192013274e-02,8.8516182396e+02,4.6676809218e-07
4.6391978700e-02,8.8516139566e+02,4.7282987167e-07
4.6591944125e-02,8.8516096551e+02,4.7894390606e-07
4.6791909551e-02,8.8516053353e+02,4.8511041960e-07
4.6991874976e-02,8.8516009970e+02,4.9132963654e-07
4.7191840401e-02,8.8515966402e+02,4.9760178111e-07
4.7391805827e-02,8.8515922651e+02,5.0392707757e-07
4.7591771252e-02,8.8515878715e+02,5.1030575015e-07
4.7791736678e-02,8.8515834596e+02,5.1673802310e-07
4.7991702103e-02,8.8515790292e+02,5.2322412066e-07
4.8191667529e-02,8.8515745804e+02,5.2976426707e-07
4.8391632954e-02,8.8515701131e+02,5.3635868658e-07
4.8591598379e-02,8.8515656275e+02,5.4300760342e-07
4.8791563805e-02,8.8515611234e+02,5.4971124184e-07
4.8991529230e-02,8.8515566009e+02,5.5646982607e-07
4.9191494656e-02,8.8515520600e+02,5.6328358036e-07
4.9391460081e-02,8.8515475007e+02,5.7015272894e-07
4.9591425507e-02,8.8515429229e+02,5.7707749607e-07
4.9791390932e-02,8.8515383267e+02,5.8405810597e-07
4.9991356358e-02,8.8515337122e+02,5.9109478288e-07
5.0191321783e-02,8.8515290791e+02,5.9818775104e-07
5.0391287208e-02,8.8515244277e+02,6.0533723470e-07
5.0591252634e-02,8.8515197579e+02,6.1254345809e-07
5.0791218059e-02,8.8515150696e+02,6.1980664544e-07
5.0991183485e-02,8.8515103629e+02,6.2712702100e-07
5.1191148910e-02,8.8515056378e+02,6.3450480899e-07
5.1391114336e-02,8.8515008943e+02,6.4194023367e-07
5.1591079761e-02,8.8514961323e+02,6.4943351925e-07
5.1791045186e-02,8.8514913520e+02,6.5698488999e-07
5.1991010612e-02,8.8514865532e+02,6.6459457011e-07
5.2190976037e-02,8.8514817360e+02,6.7226278385e-07
5.2390941463e-02,8.8514769004e+02,6.7998975544e-07
5.2590906888e-02,8.8514720464e+02,6.8777570912e-07
5.2790872314e-02,8.8514671739e+02,6.9562086912e-07
5.2990837739e-02,8.8514622830e+02,7.0352545967e-07
5.3190803164e-02,8.8514573737e+02,7.1148970502e-07
5.3390768590e-02,8.8514524460e+02,7.1951382938e-07
5.3590734015e-02,8.8514474999e+02,7.2759805700e-07
5.3790699441e-02,8.8514425353e+02,7.3574261210e-07
5.3990664866e-02,8.8514375524e+02,7.4394771892e-07
5.4190630292e-02,8.8514325510e+02,7.5221360168e-07
5.4390595717e-02,8.8514275312e+02,7.6054048463e-07
5.4590561142e-02,8.8514224930e+02,7.6892859198e-07
5.4790526568e-02,8.8514174363e+02,7.7737814797e-07
5.4990491993e-02,8.8514123613e+02,7.8588937684e-07
5.5190457419e-02,8.8514072678e+02,7.9446250280e-07
5.5390422844e-02,8.8514021559e+02,8.0309775008e-07
5.5590388270e-02,8.8513970256e+02,8.1179534293e-07
5.5790353695e-02,8.8513918768e+02,8.2055550555e-07
5.5990319120e-02,8.8513867097e+02,8.2937846219e-07
5.6190284546e-02,8.8513815241e+02,8.3826443706e-07
5.6390249971e-02,8.8513763201e+02,8.4721365441e-07
5.6590215397e-02,8.8513710977e+02,8.5622633844e-07
5.6790180822e-02,8.8513658569e+02,8.6530271339e-07
5.6990146248e-02,8.8513605976e+02,8.7444300349e-07
5.7190111673e-02,8.8513553200e+02,8.8364743295e-07
5.7390077098e-02,8.8513500239e+02,8.9291622601e-07
5.7590042524e-02,8.8513447094e+02,9.0224960689e-07
5.7790007949e-02,8.8513393765e+02,9.1164779981e-07
5.7989973375e-02,8.8513340251e+02,9.2111102900e-07
5.8189938800e-02,8.8513286554e+02,9.3063951868e-07
5.8389904226e-02,8.8513232672e+02,9.4023349307e-07
5.8589869651e-02,8.8513178606e+02,9.4989317639e-07
5.8789835076e-02,8.8513124356e+02,9.5961879287e-07
5.8989800502e-02,8.8513069922e+02,9.6941056674e-07
5.9189765927e-02,8.8513015304e+02,9.7926872220e-07
5.9389731353e-02,8.8512960501e+02,9.8919348348e-07
5.9589696778e-02,8.8512905514e+02,9.9918507481e-07
5.9789662204e-02,8.8512850343e+02,1.0092437204e-06
5.9989627629e-02,8.8512794988e+02,1.0193696445e-06
6.0189593054e-02,8.8512739449e+02,1.0295630712e-06
6.0389558480e-02,8.8512683725e+02,1.0398242249e-06
6.0589523905e-02,8.8512627818e+02,1.0501533297e-06
6.0789489331e-02,8.8512571726e+02,1.0605506099e-06
6.0989454756e-02,8.8512515450e+02,1.0710162897e-06
6.1189420182e-02,8.8512458990e+02,1.0815505932e-06
6.1389385607e-02,8.8512402345e+02,1.0921537448e-06
6.1589351032e-02,8.8512345517e+02,1.1028259685e-06
6.1789316458e-02,8.8512288504e+02,1.1135674887e-06
6.1989281883e-02,8.8512231307e+02,1.1243785296e-06
6.2189247309e-02,8.8512173926e+02,1.1352593153e-06
6.2389212734e-02,8.8512116361e+02,1.1462100701e-06
6.2589178160e-02,8.8512058611e+02,1.1572310182e-06
6.2789143585e-02,8.8512000678e+02,1.1683223839e-06
6.2989109010e-02,8.8511942560e+02,1.1794843912e-06
6.3189074436e-02,8.8511884258e+02,1.1907172645e-06
6.3389039861e-02,8.8511825772e+02,1.2020212279e-06
6.3589005287e-02,8.8511767102e+02,1.2133965057e-06
6.3788970712e-02,8.8511708247e+02,1.2248433220e-06
6.3988936138e-02,8.8511649209e+02,1.2363619012e-06
6.4188901563e-02,8.8511589986e+02,1.2479524673e-06
6.4388866988e-02,8.8511530579e+02,1.2596152446e-06
6.4588832414e-02,8.8511470988e+02,1.2713504574e-06
6.4788797839e-02,8.8511411213e+02,1.2831583297e-06
6.4988763265e-02,8.8511351253e+02,1.2950390859e-06
6.5188728690e-02,8.8511291110e+02,1.3069929502e-06
6.5388694116e-02,8.8511230782e+02,1.3190201466e-06
6.5588659541e-02,8.8511170270e+02,1.3311208996e-06
6.5788624966e-02,8.8511109574e+02,1.3432954332e-06
6.5988590392e-02,8.8511048693e+02,1.3555439716e-06
6.6188555817e-02,8.8510987629e+02,1.3678667391e-06
6.6388521243e-02,8.8510926380e+02,1.3802639599e-06
6.6588486668e-02,8.8510864948e+02,1.3927358582e-06
6.6788452094e-02,8.8510803331e+02,1.4052826582e-06
6.6988417519e-02,8.8510741529e+02,1.4179045840e-06
6.7188382944e-02,8.8510679544e+02,1.4306018600e-06
6.7388348370e-02,8.8510617375e+02,1.4433747102e-06
6.7588313795e-02,8.8510555021e+02,1.4562233590e-06
6.7788279221e-02,8.8510492483e+02,1.4691480304e-06
6.7988244646e-02,8.8510429761e+02,1.4821489488e-06
6.8188210072e-02,8.8510366855e+02,1.4952263382e-06
6.8388175497e-02,8.8510303765e+02,1.5083804230e-06
6.8588140922e-02,8.8510240491e+02,1.5216114272e-06
6.8788106348e-02,8.8510177032e+02,1.5349195752e-06
6.8988071773e-02,8.8510113389e+02,1.5483050911e-06
6.9188037199e-02,8.8510049562e+02,1.5617681990e-06
6.9388002624e-02,8.8509985551e+02,1.5753091233e-06
6.9587968050e-02,8.8509921356e+02,1.5889280881e-06
6.9787933475e-02,8.8509856977e+02,1.6026253175e-06
6.9987898901e-02,8.8509792413e+02,1.6164010359e-06
7.0187864326e-02,8.8509727665e+02,1.6302554673e-06
7.0387829751e-02,8.8509662734e+02,1.6441888360e-06
7.0587795177e-02,8.8509597618e+02,1.6582013662e-06
7.0787760602e-02,8.8509532317e+02,1.6722932821e-06
7.0987726028e-02,8.8509466833e+02,1.6864648079e-06
7.1187691453e-02,8.8509401165e+02,1.7007161677e-06
7.1387656879e-02,8.8509335312e+02,1.7150475857e-06
7.1587622304e-02,8.8509269275e+02,1.7294592862e-06
7.1787587729e-02,8.8509203054e+02,1.7439514934e-06
7.1987553155e-02,8.8509136649e+02,1.7585244313e-06
7.2187518580e-02,8.8509070060e+02,1.7731783243e-06
7.2387484006e-02,8.8509003286e+02,1.7879133966e-06
7.2587449431e-02,8.8508936329e+02,1.8027298722e-06
7.2787414857e-02,8.8508869187e+02,1.8176279754e-06
7.2987380282e-02,8.8508801861e+02,1.8326079304e-06
7.3187345707e-02,8.8508734351e+02,1.8476699613e-06
7.3387311133e-02,8.8508666657e+02,1.8628142925e-06
7.3587276558e-02,8.8508598778e+02,1.8780411479e-06
7.3787241984e-02,8.8508530716e+02,1.8933507519e-06
7.3987207409e-02,8.8508462469e+02,1.9087433287e-06
7.4187172835e-02,8.8508394039e+02,1.9242191023e-06
7.4387138260e-02,8.8508325424e+02,1.9397782970e-06
7.4587103685e-02,8.8508256624e+02,1.9554211370e-06
7.4787069111e-02,8.8508187641e+02,1.9711478465e-06
7.4987034536e-02,8.8508118474e+02,1.9869586496e-06
7.5186999962e-02,8.8508049122e+02,2.0028537705e-06
7.5386965387e-02,8.8507979587e+02,2.0188334335e-06
7.5586930813e-02,8.8507909867e+02,2.0348978626e-06
7.5786896238e-02,8.8507839963e+02,2.0510472821e-06
7.5986861663e-02,8.8507769875e+02,2.0672819162e-06
7.6186827089e-02,8.8507699602e+02,2.0836019890e-06
7.6386792514e-02,8.8507629146e+02,2.1000077248e-06
7.6586757940e-02,8.8507558505e+02,2.1164993476e-06
7.6786723365e-02,8.8507487681e+02,2.1330770817e-06
7.6986688791e-02,8.8507416672e+02,2.1497411513e-06
7.7186654216e-02,8.8507345479e+02,2.1664917805e-06
7.7386619641e-02,8.8507274101e+02,2.1833291935e-06
7.7586585067e-02,8.8507202540e+02,2.2002536145e-06
7.7786550492e-02,8.8507130795e+02,2.2172652676e-06
7.7986515918e-02,8.8507058865e+02,2.2343643771e-06
7.8186481343e-02,8.8506986751e+02,2.2515511672e-06
7.8386446769e-02,8.8506914454e+02,2.2688258619e-06
7.8586412194e-02,8.8506841971e+02,2.2861886855e-06
7.8786377619e-02,8.8506769305e+02,2.3036398621e-06
7.8986343045e-02,8.8506696455e+02,2.3211796159e-06
7.9186308470e-02,8.8506623421e+02,2.3388081711e-06
7.9386273896e-02,8.8506550202e+02,2.3565257519e-06
7.9586239321e-02,8.8506476799e+02,2.3743325824e-06
7.9786204747e-02,8.8506403212e+02,2.3922288868e-06
7.9986170172e-02,8.8506329441e+02,2.4102148893e-06
8.0186135597e-02,8.8506255486e+02,2.4282908140e-06
8.0386101023e-02,8.8506181347e+02,2.4464568851e-06
8.0586066448e-02,8.8506107024e+02,2.4647133268e-06
8.0786031874e-02,8.8506032516e+02,2.4830603633e-06
8.0985997299e-02,8.8505957824e+02,2.5014982186e-06
8.1185962725e-02,8.8505882949e+02,2.5200271171e-06
8.1385928150e-02,8.8505807889e+02,2.5386472828e-06
8.1585893575e-02,8.8505732645e+02,2.5573589398e-06
8.1785859001e-02,8.8505657216e+02,2.5761623125e-06
8.1985824426e-02,8.8505581604e+02,2.5950576249e-06
8.2185789852e-02,8.8505505807e+02,2.6140451013e-06
8.2385755277e-02,8.8505429827e+02,2.6331249657e-06
8.2585720703e-02,8.8505353662e+02,2.6522974423e-06
8.2785686128e-02,8.8505277313e+02,2.6715627553e-06
8.2985651553e-02,8.8505200780e+02,2.6909211289e-06
8.3185616979e-02,8.8505124063e+02,2.7103727872e-06
8.3385582404e-02,8.8505047162e+02,2.7299179544e-06
8.3585547830e-02,8.8504970076e+02,2.7495568546e-06
8.3785513255e-02,8.8504892807e+02,2.7692897120e-06
8.3985478681e-02,8.8504815353e+02,2.7891167507e-06
8.4185444106e-02,8.8504737715e+02,2.8090381950e-06
8.4385409531e-02,8.8504659893e+02,2.8290542690e-06
8.4585374957e-02,8.8504581887e+02,2.8491651968e-06
8.4785340382e-02,8.8504503697e+02,2.8693712025e-06
8.4985305808e-02,8.8504425323e+02,2.8896725105e-06
8.5185271233e-02,8.8504346764e+02,2.9100693447e-06
8.5385236659e-02,8.8504268022e+02,2.9305619293e-06
8.5585202084e-02,8.8504189095e+02,2.9511504886e-06
8.5785167509e-02,8.8504109984e+02,2.9718352466e-06
8.5985132935e-02,8.8504030689e+02,2.9926164276e-06
8.6185098360e-02,8.8503951210e+02,3.0134942556e-06
8.6385063786e-02,8.8503871547e+02,3.0344689548e-06
8.6585029211e-02,8.8503791700e+02,3.0555407494e-06
8.6784994637e-02,8.8503711668e+02,3.0767098635e-06
8.6984960062e-02,8.8503631453e+02,3.0979765213e-06
8.7184925487e-02,8.8503551053e+02,3.1193409469e-06
8.7384890913e-02,8.8503470469e+02,3.1408033644e-06
8.7584856338e-02,8.8503389701e+02,3.1623639981e-06
8.7784821764e-02,8.8503308749e+02,3.1840230720e-06
8.7984787189e-02,8.8503227613e+02,3.2057808104e-06
8.8184752615e-02,8.8503146293e+02,3.2276374372e-06
8.8384718040e-02,8.8503064788e+02,3.2495931768e-06
8.8584683465e-02,8.8502983100e+02,3.2716482533e-06
8.8784648891e-02,8.8502901227e+02,3.2938028907e-06
8.8984614316e-02,8.8502819170e+02,3.3160573132e-06
8.9184579742e-02,8.8502736929e+02,3.3384117451e-06
8.9384545167e-02,8.8502654504e+02,3.3608664103e-06
8.9584510593e-02,8.8502571895e+02,3.3834215331e-06
8.9784476018e-02,8.8502489102e+02,3.4060773376e-06
8.9984441443e-02,8.8502406125e+02,3.4288340480e-06
9.0184406869e-02,8.8502322963e+02,3.4516918883e-06
9.0384372294e-02,8.8502239618e+02,3.4746510827e-06
9.0584337720e-02,8.8502156088e+02,3.4977118554e-06
9.0784303145e-02,8.8502072374e+02,3.5208744305e-06
9.0984268571e-02,8.8501988476e+02,3.5441390322e-06
9.1184233996e-02,8.8501904394e+02,3.5675058845e-06
9.1384199422e-02,8.8501820128e+02,3.5909752116e-06
9.1584164847e-02,8.8501735678e+02,3.6145472376e-06
9.1784130272e-02,8.8501651043e+02,3.6382221867e-06
9.1984095698e-02,8.8501566225e+02,3.6620002831e-06
9.2184061123e-02,8.8501481222e+02,3.6858817507e-06
9.2384026549e-02,8.8501396036e+02,3.7098668139e-06
9.2583991974e-02,8.8501310665e+02,3.7339556966e-06
9.2783957400e-02,8.8501225110e+02,3.7581486231e-06
9.2983922825e-02,8.8501139371e+02,3.7824458175e-06
