P,rho
1.740800e+02,9.024376e+00
1.740900e+02,9.024526e+00
1.741000e+02,9.024677e+00
1.741100e+02,9.024828e+00
1.741200e+02,9.024979e+00
1.741300e+02,9.025129e+00
1.741400e+02,9.025280e+00
1.741500e+02,9.025431e+00
1.741600e+02,9.025582e+00
1.741700e+02,9.025732e+00
1.741800e+02,9.025883e+00
1.741900e+02,9.026034e+00
1.742000e+02,9.026184e+00
1.742100e+02,9.026335e+00
1.742200e+02,9.026486e+00
1.742300e+02,9.026636e+00
1.742400e+02,9.026787e+00
1.742500e+02,9.026938e+00
1.742600e+02,9.027088e+00
1.742700e+02,9.027239e+00
1.742800e+02,9.027390e+00
1.742900e+02,9.027540e+00
1.743000e+02,9.027691e+00
1.743100e+02,9.027842e+00
1.743200e+02,9.027992e+00
1.743300e+02,9.028143e+00
1.743400e+02,9.028294e+00
1.743500e+02,9.028444e+00
1.743600e+02,9.028595e+00
1.743700e+02,9.028745e+00
1.743800e+02,9.028896e+00
1.743900e+02,9.029047e+00
1.744000e+02,9.029197e+00
1.744100e+02,9.029348e+00
1.744200e+02,9.029498e+00
1.744300e+02,9.029649e+00
1.744400e+02,9.029799e+00
1.744500e+02,9.029950e+00
1.744600e+02,9.030101e+00
1.744700e+02,9.030251e+00
1.744800e+02,9.030402e+00
1.744900e+02,9.030552e+00
1.745000e+02,9.030703e+00
1.745100e+02,9.030853e+00
1.745200e+02,9.031004e+00
1.745300e+02,9.031154e+00
1.745400e+02,9.031305e+00
1.745500e+02,9.031455e+00
1.745600e+02,9.031606e+00
1.745700e+02,9.031756e+00
1.745800e+02,9.031907e+00
1.745900e+02,9.032057e+00
1.746000e+02,9.032208e+00
1.746100e+02,9.032358e+00
1.746200e+02,9.032508e+00
1.746300e+02,9.032659e+00
1.746400e+02,9.032809e+00
1.746500e+02,9.032960e+00
1.746600e+02,9.033110e+00
1.746700e+02,9.033261e+00
1.746800e+02,9.033411e+00
1.746900e+02,9.033561e+00
1.747000e+02,9.033712e+00
1.747100e+02,9.033862e+00
1.747200e+02,9.034013e+00
1.747300e+02,9.034163e+00
1.747400e+02,9.034313e+00
1.747500e+02,9.034464e+00
1.747600e+02,9.034614e+00
1.747700e+02,9.034764e+00
1.747800e+02,9.034915e+00
1.747900e+02,9.035065e+00
1.748000e+02,9.035215e+00
1.748100e+02,9.035366e+00
1.748200e+02,9.035516e+00
1.748300e+02,9.035666e+00
1.748400e+02,9.035817e+00
1.748500e+02,9.035967e+00
1.748600e+02,9.036117e+00
1.748700e+02,9.036268e+00
1.748800e+02,9.036418e+00
1.748900e+02,9.036568e+00
1.749000e+02,9.036719e+00
1.749100e+02,9.036869e+00
1.749200e+02,9.037019e+00
1.749300e+02,9.037169e+00
1.749400e+02,9.037320e+00
1.749500e+02,9.037470e+00
1.749600e+02,9.037620e+00
1.749700e+02,9.037770e+00
1.749800e+02,9.037921e+00
1.749900e+02,9.038071e+00
1.750000e+02,9.038221e+00
1.750100e+02,9.038371e+00
1.750200e+02,9.038521e+00
1.750300e+02,9.038672e+00
1.750400e+02,9.038822e+00
1.750500e+02,9.038972e+00
1.750600e+02,9.039122e+00
1.750700e+02,9.039272e+00
1.750800e+02,9.039422e+00
1.750900e+02,9.039573e+00
1.751000e+02,9.039723e+00
1.751100e+02,9.039873e+00
1.751200e+02,9.040023e+00
1.751300e+02,9.040173e+00
1.751400e+02,9.040323e+00
1.751500e+02,9.040473e+00
1.751600e+02,9.040624e+00
1.751700e+02,9.040774e+00
1.751800e+02,9.040924e+00
1.751900e+02,9.041074e+00
1.752000e+02,9.041224e+00
1.752100e+02,9.041374e+00
1.752200e+02,9.041524e+00
1.752300e+02,9.041674e+00
1.752400e+02,9.041824e+00
1.752500e+02,9.041974e+00
1.752600e+02,9.042124e+00
1.752700e+02,9.042274e+00
1.752800e+02,9.042425e+00
1.752900e+02,9.042575e+00
1.753000e+02,9.042725e+00
1.753100e+02,9.042875e+00
1.753200e+02,9.043025e+00
1.753300e+02,9.043175e+00
1.753400e+02,9.043325e+00
1.753500e+02,9.043475e+00
1.753600e+02,9.043625e+00
1.753700e+02,9.043775e+00
1.753800e+02,9.043925e+00
1.753900e+02,9.044075e+00
1.754000e+02,9.044225e+00
1.754100e+02,9.044375e+00
1.754200e+02,9.044525e+00
1.754300e+02,9.044675e+00
1.754400e+02,9.044824e+00
1.754500e+02,9.044974e+00
1.754600e+02,9.045124e+00
1.754700e+02,9.045274e+00
1.754800e+02,9.045424e+00
1.754900e+02,9.045574e+00
1.755000e+02,9.045724e+00
1.755100e+02,9.045874e+00
1.755200e+02,9.046024e+00
1.755300e+02,9.046174e+00
1.755400e+02,9.046324e+00
1.755500e+02,9.046473e+00
1.755600e+02,9.046623e+00
1.755700e+02,9.046773e+00
1.755800e+02,9.046923e+00
1.755900e+02,9.047073e+00
1.756000e+02,9.047223e+00
1.756100e+02,9.047373e+00
1.756200e+02,9.047523e+00
1.756300e+02,9.047672e+00
1.756400e+02,9.047822e+00
1.756500e+02,9.047972e+00
1.756600e+02,9.048122e+00
1.756700e+02,9.048272e+00
1.756800e+02,9.048421e+00
1.756900e+02,9.048571e+00
1.757000e+02,9.048721e+00
1.757100e+02,9.048871e+00
1.757200e+02,9.049021e+00
1.757300e+02,9.049170e+00
1.757400e+02,9.049320e+00
1.757500e+02,9.049470e+00
1.757600e+02,9.049620e+00
1.757700e+02,9.049769e+00
1.757800e+02,9.049919e+00
1.757900e+02,9.050069e+00
1.758000e+02,9.050219e+00
1.758100e+02,9.050368e+00
1.758200e+02,9.050518e+00
1.758300e+02,9.050668e+00
1.758400e+02,9.050817e+00
1.758500e+02,9.050967e+00
1.758600e+02,9.051117e+00
1.758700e+02,9.051267e+00
1.758800e+02,9.051416e+00
1.758900e+02,9.051566e+00
1.759000e+02,9.051716e+00
1.759100e+02,9.051865e+00
1.759200e+02,9.052015e+00
1.759300e+02,9.052165e+00
1.759400e+02,9.052314e+00
1.759500e+02,9.052464e+00
1.759600e+02,9.052613e+00
1.759700e+02,9.052763e+00
1.759800e+02,9.052913e+00
1.759900e+02,9.053062e+00
1.760000e+02,9.053212e+00
1.760100e+02,9.053362e+00
1.760200e+02,9.053511e+00
1.760300e+02,9.053661e+00
1.760400e+02,9.053810e+00
1.760500e+02,9.053960e+00
1.760600e+02,9.054109e+00
1.760700e+02,9.054259e+00
1.760800e+02,9.054409e+00
1.760900e+02,9.054558e+00
1.761000e+02,9.054708e+00
1.761100e+02,9.054857e+00
1.761200e+02,9.055007e+00
1.761300e+02,9.055156e+00
1.761400e+02,9.055306e+00
1.761500e+02,9.055455e+00
1.761600e+02,9.055605e+00
1.761700e+02,9.055754e+00
1.761800e+02,9.055904e+00
1.761900e+02,9.056053e+00
1.762000e+02,9.056203e+00
1.762100e+02,9.056352e+00
1.762200e+02,9.056502e+00
1.762300e+02,9.056651e+00
1.762400e+02,9.056801e+00
1.762500e+02,9.056950e+00
1.762600e+02,9.057100e+00
1.762700e+02,9.057249e+00
1.762800e+02,9.057399e+00
1.762900e+02,9.057548e+00
1.763000e+02,9.057697e+00
1.763100e+02,9.057847e+00
1.763200e+02,9.057996e+00
1.763300e+02,9.058146e+00
1.763400e+02,9.058295e+00
1.763500e+02,9.058445e+00
1.763600e+02,9.058594e+00
1.763700e+02,9.058743e+00
1.763800e+02,9.058893e+00
1.763900e+02,9.059042e+00
1.764000e+02,9.059191e+00
1.764100e+02,9.059341e+00
1.764200e+02,9.059490e+00
1.764300e+02,9.059640e+00
1.764400e+02,9.059789e+00
1.764500e+02,9.059938e+00
1.764600e+02,9.060088e+00
1.764700e+02,9.060237e+00
1.764800e+02,9.060386e+00
1.764900e+02,9.060536e+00
1.765000e+02,9.060685e+00
1.765100e+02,9.060834e+00
1.765200e+02,9.060983e+00
1.765300e+02,9.061133e+00
1.765400e+02,9.061282e+00
1.765500e+02,9.061431e+00
1.765600e+02,9.061581e+00
1.765700e+02,9.061730e+00
1.765800e+02,9.061879e+00
1.765900e+02,9.062028e+00
1.766000e+02,9.062178e+00
1.766100e+02,9.062327e+00
1.766200e+02,9.062476e+00
1.766300e+02,9.062625e+00
1.766400e+02,9.062775e+00
1.766500e+02,9.062924e+00
1.766600e+02,9.063073e+00
1.766700e+02,9.063222e+00
1.766800e+02,9.063371e+00
1.766900e+02,9.063521e+00
1.767000e+02,9.063670e+00
1.767100e+02,9.063819e+00
1.767200e+02,9.063968e+00
1.767300e+02,9.064117e+00
1.767400e+02,9.064266e+00
1.767500e+02,9.064416e+00
1.767600e+02,9.064565e+00
1.767700e+02,9.064714e+00
1.767800e+02,9.064863e+00
1.767900e+02,9.065012e+00
1.768000e+02,9.065161e+00
1.768100e+02,9.065310e+00
1.768200e+02,9.065460e+00
1.768300e+02,9.065609e+00
1.768400e+02,9.065758e+00
1.768500e+02,9.065907e+00
1.768600e+02,9.066056e+00
1.768700e+02,9.066205e+00
1.768800e+02,9.066354e+00
1.768900e+02,9.066503e+00
1.769000e+02,9.066652e+00
1.769100e+02,9.066801e+00
1.769200e+02,9.066950e+00
1.769300e+02,9.067100e+00
1.769400e+02,9.067249e+00
1.769500e+02,9.067398e+00
1.769600e+02,9.067547e+00
1.769700e+02,9.067696e+00
1.769800e+02,9.067845e+00
1.769900e+02,9.067994e+00
1.770000e+02,9.068143e+00
1.770100e+02,9.068292e+00
1.770200e+02,9.068441e+00
1.770300e+02,9.068590e+00
1.770400e+02,9.068739e+00
1.770500e+02,9.068888e+00
1.770600e+02,9.069037e+00
1.770700e+02,9.069186e+00
1.770800e+02,9.069335e+00
1.770900e+02,9.069484e+00
1.771000e+02,9.069633e+00
1.771100e+02,9.069781e+00
1.771200e+02,9.069930e+00
1.771300e+02,9.070079e+00
1.771400e+02,9.070228e+00
1.771500e+02,9.070377e+00
1.771600e+02,9.070526e+00
1.771700e+02,9.070675e+00
1.771800e+02,9.070824e+00
1.771900e+02,9.070973e+00
1.772000e+02,9.071122e+00
1.772100e+02,9.071271e+00
1.772200e+02,9.071419e+00
1.772300e+02,9.071568e+00
1.772400e+02,9.071717e+00
1.772500e+02,9.071866e+00
1.772600e+02,9.072015e+00
1.772700e+02,9.072164e+00
1.772800e+02,9.072313e+00
1.772900e+02,9.072461e+00
1.773000e+02,9.072610e+00
1.773100e+02,9.072759e+00
1.773200e+02,9.072908e+00
1.773300e+02,9.073057e+00
1.773400e+02,9.073206e+00
1.773500e+02,9.073354e+00
1.773600e+02,9.073503e+00
1.773700e+02,9.073652e+00
1.773800e+02,9.073801e+00
1.773900e+02,9.073950e+00
1.774000e+02,9.074098e+00
1.774100e+02,9.074247e+00
1.774200e+02,9.074396e+00
1.774300e+02,9.074545e+00
1.774400e+02,9.074693e+00
1.774500e+02,9.074842e+00
1.774600e+02,9.074991e+00
1.774700e+02,9.075140e+00
1.774800e+02,9.075288e+00
1.774900e+02,9.075437e+00
1.775000e+02,9.075586e+00
1.775100e+02,9.075734e+00
1.775200e+02,9.075883e+00
1.775300e+02,9.076032e+00
1.775400e+02,9.076181e+00
1.775500e+02,9.076329e+00
1.775600e+02,9.076478e+00
1.775700e+02,9.076627e+00
1.775800e+02,9.076775e+00
1.775900e+02,9.076924e+00
1.776000e+02,9.077073e+00
1.776100e+02,9.077221e+00
1.776200e+02,9.077370e+00
1.776300e+02,9.077518e+00
1.776400e+02,9.077667e+00
1.776500e+02,9.077816e+00
1.776600e+02,9.077964e+00
1.776700e+02,9.078113e+00
1.776800e+02,9.078262e+00
1.776900e+02,9.078410e+00
1.777000e+02,9.078559e+00
1.777100e+02,9.078707e+00
1.777200e+02,9.078856e+00
1.777300e+02,9.079004e+00
1.777400e+02,9.079153e+00
1.777500e+02,9.079302e+00
1.777600e+02,9.079450e+00
1.777700e+02,9.079599e+00
1.777800e+02,9.079747e+00
1.777900e+02,9.079896e+00
1.778000e+02,9.080044e+00
1.778100e+02,9.080193e+00
1.778200e+02,9.080341e+00
1.778300e+02,9.080490e+00
1.778400e+02,9.080638e+00
1.778500e+02,9.080787e+00
1.778600e+02,9.080935e+00
1.778700e+02,9.081084e+00
1.778800e+02,9.081232e+00
1.778900e+02,9.081381e+00
1.779000e+02,9.081529e+00
1.779100e+02,9.081678e+00
1.779200e+02,9.081826e+00
1.779300e+02,9.081975e+00
1.779400e+02,9.082123e+00
1.779500e+02,9.082272e+00
1.779600e+02,9.082420e+00
1.779700e+02,9.082569e+00
1.779800e+02,9.082717e+00
1.779900e+02,9.082865e+00
1.780000e+02,9.083014e+00
1.780100e+02,9.083162e+00
1.780200e+02,9.083311e+00
1.780300e+02,9.083459e+00
1.780400e+02,9.083607e+00
1.780500e+02,9.083756e+00
1.780600e+02,9.083904e+00
1.780700e+02,9.084053e+00
1.780800e+02,9.084201e+00
1.780900e+02,9.084349e+00
1.781000e+02,9.084498e+00
1.781100e+02,9.084646e+00
1.781200e+02,9.084794e+00
1.781300e+02,9.084943e+00
1.781400e+02,9.085091e+00
1.781500e+02,9.085239e+00
1.781600e+02,9.085388e+00
1.781700e+02,9.085536e+00
1.781800e+02,9.085684e+00
1.781900e+02,9.085833e+00
1.782000e+02,9.085981e+00
1.782100e+02,9.086129e+00
1.782200e+02,9.086278e+00
1.782300e+02,9.086426e+00
1.782400e+02,9.086574e+00
1.782500e+02,9.086722e+00
1.782600e+02,9.086871e+00
1.782700e+02,9.087019e+00
1.782800e+02,9.087167e+00
1.782900e+02,9.087315e+00
1.783000e+02,9.087464e+00
1.783100e+02,9.087612e+00
1.783200e+02,9.087760e+00
1.783300e+02,9.087908e+00
1.783400e+02,9.088057e+00
1.783500e+02,9.088205e+00
1.783600e+02,9.088353e+00
1.783700e+02,9.088501e+00
1.783800e+02,9.088649e+00
1.783900e+02,9.088798e+00
1.784000e+02,9.088946e+00
1.784100e+02,9.089094e+00
1.784200e+02,9.089242e+00
1.784300e+02,9.089390e+00
1.784400e+02,9.089538e+00
1.784500e+02,9.089687e+00
1.784600e+02,9.089835e+00
1.784700e+02,9.089983e+00
1.784800e+02,9.090131e+00
1.784900e+02,9.090279e+00
1.785000e+02,9.090427e+00
1.785100e+02,9.090575e+00
1.785200e+02,9.090723e+00
1.785300e+02,9.090872e+00
1.785400e+02,9.091020e+00
1.785500e+02,9.091168e+00
1.785600e+02,9.091316e+00
1.785700e+02,9.091464e+00
1.785800e+02,9.091612e+00
1.785900e+02,9.091760e+00
1.786000e+02,9.091908e+00
1.786100e+02,9.092056e+00
1.786200e+02,9.092204e+00
1.786300e+02,9.092352e+00
1.786400e+02,9.092500e+00
1.786500e+02,9.092648e+00
1.786600e+02,9.092796e+00
1.786700e+02,9.092944e+00
1.786800e+02,9.093092e+00
1.786900e+02,9.093240e+00
1.787000e+02,9.093388e+00
1.787100e+02,9.093536e+00
1.787200e+02,9.093684e+00
1.787300e+02,9.093832e+00
1.787400e+02,9.093980e+00
1.787500e+02,9.094128e+00
1.787600e+02,9.094276e+00
1.787700e+02,9.094424e+00
1.787800e+02,9.094572e+00
1.787900e+02,9.094720e+00
1.788000e+02,9.094868e+00
1.788100e+02,9.095016e+00
1.788200e+02,9.095164e+00
1.788300e+02,9.095312e+00
1.788400e+02,9.095460e+00
1.788500e+02,9.095608e+00
1.788600e+02,9.095756e+00
1.788700e+02,9.095904e+00
1.788800e+02,9.096052e+00
1.788900e+02,9.096199e+00
1.789000e+02,9.096347e+00
1.789100e+02,9.096495e+00
1.789200e+02,9.096643e+00
1.789300e+02,9.096791e+00
1.789400e+02,9.096939e+00
1.789500e+02,9.097087e+00
1.789600e+02,9.097235e+00
1.789700e+02,9.097382e+00
1.789800e+02,9.097530e+00
1.789900e+02,9.097678e+00
1.790000e+02,9.097826e+00
1.790100e+02,9.097974e+00
1.790200e+02,9.098122e+00
1.790300e+02,9.098269e+00
1.790400e+02,9.098417e+00
1.790500e+02,9.098565e+00
1.790600e+02,9.098713e+00
1.790700e+02,9.098861e+00
1.790800e+02,9.099008e+00
1.790900e+02,9.099156e+00
1.791000e+02,9.099304e+00
1.791100e+02,9.099452e+00
1.791200e+02,9.099599e+00
1.791300e+02,9.099747e+00
1.791400e+02,9.099895e+00
1.791500e+02,9.100043e+00
1.791600e+02,9.100190e+00
1.791700e+02,9.100338e+00
1.791800e+02,9.100486e+00
1.791900e+02,9.100634e+00
1.792000e+02,9.100781e+00
1.792100e+02,9.100929e+00
1.792200e+02,9.101077e+00
1.792300e+02,9.101224e+00
1.792400e+02,9.101372e+00
1.792500e+02,9.101520e+00
1.792600e+02,9.101667e+00
1.792700e+02,9.101815e+00
1.792800e+02,9.101963e+00
1.792900e+02,9.102110e+00
1.793000e+02,9.102258e+00
1.793100e+02,9.102406e+00
1.793200e+02,9.102553e+00
1.793300e+02,9.102701e+00
1.793400e+02,9.102849e+00
1.793500e+02,9.102996e+00
1.793600e+02,9.103144e+00
1.793700e+02,9.103291e+00
1.793800e+02,9.103439e+00
1.793900e+02,9.103587e+00
1.794000e+02,9.103734e+00
1.794100e+02,9.103882e+00
1.794200e+02,9.104029e+00
1.794300e+02,9.104177e+00
1.794400e+02,9.104325e+00
1.794500e+02,9.104472e+00
1.794600e+02,9.104620e+00
1.794700e+02,9.104767e+00
1.794800e+02,9.104915e+00
1.794900e+02,9.105062e+00
1.795000e+02,9.105210e+00
1.795100e+02,9.105357e+00
1.795200e+02,9.105505e+00
1.795300e+02,9.105652e+00
1.795400e+02,9.105800e+00
1.795500e+02,9.105948e+00
1.795600e+02,9.106095e+00
1.795700e+02,9.106243e+00
1.795800e+02,9.106390e+00
1.795900e+02,9.106537e+00
1.796000e+02,9.106685e+00
1.796100e+02,9.106832e+00
1.796200e+02,9.106980e+00
1.796300e+02,9.107127e+00
1.796400e+02,9.107275e+00
1.796500e+02,9.107422e+00
1.796600e+02,9.107570e+00
1.796700e+02,9.107717e+00
1.796800e+02,9.107865e+00
1.796900e+02,9.108012e+00
1.797000e+02,9.108159e+00
1.797100e+02,9.108307e+00
1.797200e+02,9.108454e+00
1.797300e+02,9.108602e+00
1.797400e+02,9.108749e+00
1.797500e+02,9.108896e+00
1.797600e+02,9.109044e+00
1.797700e+02,9.109191e+00
1.797800e+02,9.109339e+00
1.797900e+02,9.109486e+00
1.798000e+02,9.109633e+00
1.798100e+02,9.109781e+00
1.798200e+02,9.109928e+00
1.798300e+02,9.110075e+00
1.798400e+02,9.110223e+00
1.798500e+02,9.110370e+00
1.798600e+02,9.110517e+00
1.798700e+02,9.110665e+00
1.798800e+02,9.110812e+00
1.798900e+02,9.110959e+00
1.799000e+02,9.111107e+00
1.799100e+02,9.111254e+00
1.799200e+02,9.111401e+00
1.799300e+02,9.111549e+00
1.799400e+02,9.111696e+00
1.799500e+02,9.111843e+00
1.799600e+02,9.111990e+00
1.799700e+02,9.112138e+00
1.799800e+02,9.112285e+00
1.799900e+02,9.112432e+00
1.800000e+02,9.112579e+00
1.800100e+02,9.112727e+00
1.800200e+02,9.112874e+00
1.800300e+02,9.113021e+00
1.800400e+02,9.113168e+00
1.800500e+02,9.113316e+00
1.800600e+02,9.113463e+00
1.800700e+02,9.113610e+00
1.800800e+02,9.113757e+00
1.800900e+02,9.113904e+00
1.801000e+02,9.114052e+00
1.801100e+02,9.114199e+00
1.801200e+02,9.114346e+00
1.801300e+02,9.114493e+00
1.801400e+02,9.114640e+00
1.801500e+02,9.114787e+00
1.801600e+02,9.114935e+00
1.801700e+02,9.115082e+00
1.801800e+02,9.115229e+00
1.801900e+02,9.115376e+00
1.802000e+02,9.115523e+00
1.802100e+02,9.115670e+00
1.802200e+02,9.115817e+00
1.802300e+02,9.115964e+00
1.802400e+02,9.116112e+00
1.802500e+02,9.116259e+00
1.802600e+02,9.116406e+00
1.802700e+02,9.116553e+00
1.802800e+02,9.116700e+00
1.802900e+02,9.116847e+00
1.803000e+02,9.116994e+00
1.803100e+02,9.117141e+00
1.803200e+02,9.117288e+00
1.803300e+02,9.117435e+00
1.803400e+02,9.117582e+00
1.803500e+02,9.117729e+00
1.803600e+02,9.117876e+00
1.803700e+02,9.118023e+00
1.803800e+02,9.118170e+00
1.803900e+02,9.118318e+00
1.804000e+02,9.118465e+00
1.804100e+02,9.118612e+00
1.804200e+02,9.118759e+00
1.804300e+02,9.118906e+00
1.804400e+02,9.119053e+00
1.804500e+02,9.119200e+00
1.804600e+02,9.119347e+00
1.804700e+02,9.119493e+00
1.804800e+02,9.119640e+00
1.804900e+02,9.119787e+00
1.805000e+02,9.119934e+00
1.805100e+02,9.120081e+00
1.805200e+02,9.120228e+00
1.805300e+02,9.120375e+00
1.805400e+02,9.120522e+00
1.805500e+02,9.120669e+00
1.805600e+02,9.120816e+00
1.805700e+02,9.120963e+00
1.805800e+02,9.121110e+00
1.805900e+02,9.121257e+00
1.806000e+02,9.121404e+00
1.806100e+02,9.121551e+00
1.806200e+02,9.121697e+00
1.806300e+02,9.121844e+00
1.806400e+02,9.121991e+00
1.806500e+02,9.122138e+00
1.806600e+02,9.122285e+00
1.806700e+02,9.122432e+00
1.806800e+02,9.122579e+00
1.806900e+02,9.122725e+00
1.807000e+02,9.122872e+00
1.807100e+02,9.123019e+00
1.807200e+02,9.123166e+00
1.807300e+02,9.123313e+00
1.807400e+02,9.123460e+00
1.807500e+02,9.123606e+00
1.807600e+02,9.123753e+00
1.807700e+02,9.123900e+00
1.807800e+02,9.124047e+00
1.807900e+02,9.124194e+00
1.808000e+02,9.124340e+00
1.808100e+02,9.124487e+00
1.808200e+02,9.124634e+00
1.808300e+02,9.124781e+00
1.808400e+02,9.124928e+00
1.808500e+02,9.125074e+00
1.808600e+02,9.125221e+00
1.808700e+02,9.125368e+00
1.808800e+02,9.125515e+00
1.808900e+02,9.125661e+00
1.809000e+02,9.125808e+00
1.809100e+02,9.125955e+00
1.809200e+02,9.126101e+00
1.809300e+02,9.126248e+00
1.809400e+02,9.126395e+00
1.809500e+02,9.126542e+00
1.809600e+02,9.126688e+00
1.809700e+02,9.126835e+00
1.809800e+02,9.126982e+00
1.809900e+02,9.127128e+00
1.810000e+02,9.127275e+00
1.810100e+02,9.127422e+00
1.810200e+02,9.127568e+00
1.810300e+02,9.127715e+00
1.810400e+02,9.127862e+00
1.810500e+02,9.128008e+00
1.810600e+02,9.128155e+00
1.810700e+02,9.128301e+00
1.810800e+02,9.128448e+00
1.810900e+02,9.128595e+00
1.811000e+02,9.128741e+00
1.811100e+02,9.128888e+00
1.811200e+02,9.129035e+00
1.811300e+02,9.129181e+00
1.811400e+02,9.129328e+00
1.811500e+02,9.129474e+00
1.811600e+02,9.129621e+00
1.811700e+02,9.129767e+00
1.811800e+02,9.129914e+00
1.811900e+02,9.130061e+00
1.812000e+02,9.130207e+00
1.812100e+02,9.130354e+00
1.812200e+02,9.130500e+00
1.812300e+02,9.130647e+00
1.812400e+02,9.130793e+00
1.812500e+02,9.130940e+00
1.812600e+02,9.131086e+00
1.812700e+02,9.131233e+00
1.812800e+02,9.131379e+00
1.812900e+02,9.131526e+00
1.813000e+02,9.131672e+00
1.813100e+02,9.131819e+00
1.813200e+02,9.131965e+00
1.813300e+02,9.132112e+00
1.813400e+02,9.132258e+00
1.813500e+02,9.132405e+00
1.813600e+02,9.132551e+00
1.813700e+02,9.132698e+00
1.813800e+02,9.132844e+00
1.813900e+02,9.132991e+00
1.814000e+02,9.133137e+00
1.814100e+02,9.133283e+00
1.814200e+02,9.133430e+00
1.814300e+02,9.133576e+00
1.814400e+02,9.133723e+00
1.814500e+02,9.133869e+00
1.814600e+02,9.134016e+00
1.814700e+02,9.134162e+00
1.814800e+02,9.134308e+00
1.814900e+02,9.134455e+00
1.815000e+02,9.134601e+00
1.815100e+02,9.134748e+00
1.815200e+02,9.134894e+00
1.815300e+02,9.135040e+00
1.815400e+02,9.135187e+00
1.815500e+02,9.135333e+00
1.815600e+02,9.135479e+00
1.815700e+02,9.135626e+00
1.815800e+02,9.135772e+00
1.815900e+02,9.135918e+00
1.816000e+02,9.136065e+00
1.816100e+02,9.136211e+00
1.816200e+02,9.136357e+00
1.816300e+02,9.136504e+00
1.816400e+02,9.136650e+00
1.816500e+02,9.136796e+00
1.816600e+02,9.136943e+00
1.816700e+02,9.137089e+00
1.816800e+02,9.137235e+00
1.816900e+02,9.137381e+00
1.817000e+02,9.137528e+00
1.817100e+02,9.137674e+00
1.817200e+02,9.137820e+00
1.817300e+02,9.137966e+00
1.817400e+02,9.138113e+00
1.817500e+02,9.138259e+00
1.817600e+02,9.138405e+00
1.817700e+02,9.138551e+00
1.817800e+02,9.138698e+00
1.817900e+02,9.138844e+00
1.818000e+02,9.138990e+00
1.818100e+02,9.139136e+00
1.818200e+02,9.139282e+00
1.818300e+02,9.139429e+00
1.818400e+02,9.139575e+00
1.818500e+02,9.139721e+00
1.818600e+02,9.139867e+00
1.818700e+02,9.140013e+00
1.818800e+02,9.140160e+00
1.818900e+02,9.140306e+00
1.819000e+02,9.140452e+00
1.819100e+02,9.140598e+00
1.819200e+02,9.140744e+00
1.819300e+02,9.140890e+00
1.819400e+02,9.141036e+00
1.819500e+02,9.141183e+00
1.819600e+02,9.141329e+00
1.819700e+02,9.141475e+00
1.819800e+02,9.141621e+00
1.819900e+02,9.141767e+00
1.820000e+02,9.141913e+00
1.820100e+02,9.142059e+00
1.820200e+02,9.142205e+00
1.820300e+02,9.142351e+00
1.820400e+02,9.142497e+00
1.820500e+02,9.142643e+00
1.820600e+02,9.142790e+00
1.820700e+02,9.142936e+00
1.820800e+02,9.143082e+00
1.820900e+02,9.143228e+00
1.821000e+02,9.143374e+00
1.821100e+02,9.143520e+00
1.821200e+02,9.143666e+00
1.821300e+02,9.143812e+00
1.821400e+02,9.143958e+00
1.821500e+02,9.144104e+00
1.821600e+02,9.144250e+00
1.821700e+02,9.144396e+00
1.821800e+02,9.144542e+00
1.821900e+02,9.144688e+00
1.822000e+02,9.144834e+00
1.822100e+02,9.144980e+00
1.822200e+02,9.145126e+00
1.822300e+02,9.145272e+00
1.822400e+02,9.145418e+00
1.822500e+02,9.145564e+00
1.822600e+02,9.145710e+00
1.822700e+02,9.145856e+00
1.822800e+02,9.146002e+00
1.822900e+02,9.146147e+00
1.823000e+02,9.146293e+00
1.823100e+02,9.146439e+00
1.823200e+02,9.146585e+00
1.823300e+02,9.146731e+00
1.823400e+02,9.146877e+00
1.823500e+02,9.147023e+00
1.823600e+02,9.147169e+00
1.823700e+02,9.147315e+00
1.823800e+02,9.147461e+00
1.823900e+02,9.147606e+00
1.824000e+02,9.147752e+00
1.824100e+02,9.147898e+00
1.824200e+02,9.148044e+00
1.824300e+02,9.148190e+00
1.824400e+02,9.148336e+00
1.824500e+02,9.148482e+00
1.824600e+02,9.148627e+00
1.824700e+02,9.148773e+00
1.824800e+02,9.148919e+00
1.824900e+02,9.149065e+00
1.825000e+02,9.149211e+00
1.825100e+02,9.149357e+00
1.825200e+02,9.149502e+00
1.825300e+02,9.149648e+00
1.825400e+02,9.149794e+00
1.825500e+02,9.149940e+00
1.825600e+02,9.150086e+00
1.825700e+02,9.150231e+00
1.825800e+02,9.150377e+00
1.825900e+02,9.150523e+00
1.826000e+02,9.150669e+00
1.826100e+02,9.150814e+00
1.826200e+02,9.150960e+00
1.826300e+02,9.151106e+00
1.826400e+02,9.151252e+00
1.826500e+02,9.151397e+00
1.826600e+02,9.151543e+00
1.826700e+02,9.151689e+00
1.826800e+02,9.151834e+00
1.826900e+02,9.151980e+00
1.827000e+02,9.152126e+00
1.827100e+02,9.152272e+00
1.827200e+02,9.152417e+00
1.827300e+02,9.152563e+00
1.827400e+02,9.152709e+00
1.827500e+02,9.152854e+00
1.827600e+02,9.153000e+00
1.827700e+02,9.153146e+00
1.827800e+02,9.153291e+00
1.827900e+02,9.153437e+00
1.828000e+02,9.153583e+00
1.828100e+02,9.153728e+00
